drug_claim_name	drug_name	concept_id	drug_claim_source
chembl:CHEMBL3526439	SIPOGLITAZAR	chembl:CHEMBL3526439	ChemblDrugs
PROCARBAZINE	PROCARBAZINE	chembl:CHEMBL1321	DTC
chembl:CHEMBL193240	ROFLUMILAST	chembl:CHEMBL193240	ChemblDrugs
178101342			GuideToPharmacology
chembl:CHEMBL1256137	CYSTEAMINE HYDROCHLORIDE	chembl:CHEMBL1256137	ChemblDrugs
135651411			GuideToPharmacology
chembl:CHEMBL425616	CHEMBL425616	chembl:CHEMBL425616	ChemblDrugs
chembl:CHEMBL282765	TETRAHYDROBENXIMIDAZOLE	chembl:CHEMBL282765	ChemblDrugs
PMID25684022-Compound-US20120277229 41(1.3)			TTD
178102376			GuideToPharmacology
Larotrectinib	LAROTRECTINIB	chembl:CHEMBL3889654	OncoKB
thioguanosine triphosphate			PharmGKB
NIFLUMIC ACID			TEND
chembl:CHEMBL63895	CHEMBL63895	chembl:CHEMBL63895	ChemblDrugs
DB00439	CERIVASTATIN	chembl:CHEMBL1477	DrugBank
AZD-8330	AZD-8330	chembl:CHEMBL3182621	TdgClinicalTrial
135652604			GuideToPharmacology
CHEMBL1200751	MERCAPTOPURINE	chembl:CHEMBL1200751	ChemblInteractions
INDIRUBIN-3-MONOXIME	INDIRUBIN-3-MONOXIME	chembl:CHEMBL126077	DTC
M2698	MSC-2363318A	chembl:CHEMBL3545003	TTD
SUMATRIPTAN	SUMATRIPTAN	chembl:CHEMBL128	DTC
URSODIOL	URSODIOL	chembl:CHEMBL1551	DTC
NSC-11437	CHEMBL1814509	chembl:CHEMBL1814509	DTC
MEMANTINE	MEMANTINE	chembl:CHEMBL807	DTC
310264739	LIFIRAFENIB	chembl:CHEMBL4209157	GuideToPharmacology
chembl:CHEMBL4297901	AZD-5312	chembl:CHEMBL4297901	ChemblDrugs
Resorcinol compound 27			TTD
BENZOPHENONE	BENZOPHENONE	chembl:CHEMBL90039	DTC
135650157	DALTROBAN	chembl:CHEMBL71685	GuideToPharmacology
CHEMBL2108611	INOTUZUMAB OZOGAMICIN	chembl:CHEMBL2108611	ChemblInteractions
chembl:CHEMBL470266	ISOSAKUTANETIN	chembl:CHEMBL470266	ChemblDrugs
chembl:CHEMBL1834096	CHEMBL1834096	chembl:CHEMBL1834096	ChemblDrugs
Imidazo[5,1-c]pyrido[2,3-e][1,2,4]triazine derivative 8			TTD
chembl:CHEMBL311489	CHEMBL311489	chembl:CHEMBL311489	ChemblDrugs
DB00268	ROPINIROLE	chembl:CHEMBL589	DrugBank
chembl:CHEMBL450044	SERGLIFLOZIN ETABONATE	chembl:CHEMBL450044	ChemblDrugs
DB11478	ZERANOL	chembl:CHEMBL450613	DrugBank
DB08651			DrugBank
wikidata:Q17151936	HSPE7	wikidata:Q17151936	Wikidata
ATL1102			TTD
CD19-CAR T cell			TTD
chembl:CHEMBL1200334	MORICIZINE HYDROCHLORIDE	chembl:CHEMBL1200334	ChemblDrugs
178100893			GuideToPharmacology
Isoflurane	ISOFLURANE	chembl:CHEMBL1256	TTD
PMID29649907-Compound-15			TTD
178101155			GuideToPharmacology
PMID26651364-Compound-122			TTD
CART-19 cells			TTD
chembl:CHEMBL2110580	BERUBICIN	chembl:CHEMBL2110580	ChemblDrugs
chembl:CHEMBL3545180	THELIATINIB	chembl:CHEMBL3545180	ChemblDrugs
chembl:CHEMBL531079	CHEMBL531079	chembl:CHEMBL531079	ChemblDrugs
chembl:CHEMBL294144	CHEMBL294144	chembl:CHEMBL294144	ChemblDrugs
CHEMBL1976040	ADAVOSERTIB	chembl:CHEMBL1976040	ChemblInteractions
chembl:CHEMBL4297755	FP-1039	chembl:CHEMBL4297755	ChemblDrugs
chembl:CHEMBL1520188	CLODRONATE DISODIUM	chembl:CHEMBL1520188	ChemblDrugs
chembl:CHEMBL2103926	LADIRUBICIN	chembl:CHEMBL2103926	ChemblDrugs
178101178			GuideToPharmacology
US9340511, 7			TTD
chembl:CHEMBL12062	RWJ-69736	chembl:CHEMBL12062	ChemblDrugs
DB09460	SODIUM CARBONATE	chembl:CHEMBL186314	DrugBank
EVEROLIMUS	EVEROLIMUS	chembl:CHEMBL1908360	ClearityFoundationBiomarkers
135651430			GuideToPharmacology
MSH-1001			TTD
ERYTHROSINE	ERYTHROSINE	chembl:CHEMBL1332616	DTC
XANTHOANGELOL	XANTHOANGELOL	chembl:CHEMBL494083	DTC
chembl:CHEMBL3545036	RASEGLURANT	chembl:CHEMBL3545036	ChemblDrugs
HU-210	DEXANABINOL	chembl:CHEMBL334533	DTC
chembl:CHEMBL219387	CHEMBL219387	chembl:CHEMBL219387	ChemblDrugs
chembl:CHEMBL1619	CLADRIBINE	chembl:CHEMBL1619	ChemblDrugs
Citarinostat	CITARINOSTAT	chembl:CHEMBL3693786	TTD
PMID25482888-Compound-6			TTD
CAR-CLD18 T cell			TTD
chembl:CHEMBL19224	PAPAVERINE	chembl:CHEMBL19224	ChemblDrugs
MEM-1414			TTD
chembl:CHEMBL1444	LETROZOLE	chembl:CHEMBL1444	ChemblDrugs
135651224	CHEMBL178707	chembl:CHEMBL178707	GuideToPharmacology
DB08234	CHEMBL485961	chembl:CHEMBL485961	DrugBank
135649822			GuideToPharmacology
chembl:CHEMBL586024	CHEMBL586024	chembl:CHEMBL586024	ChemblDrugs
178100925			GuideToPharmacology
ISOCONAZOLE	ISOCONAZOLE	chembl:CHEMBL1571863	DTC
chembl:CHEMBL4297282	GDC-0917	chembl:CHEMBL4297282	ChemblDrugs
acetylcysteine	ACETYLCYSTEINE	chembl:CHEMBL600	PharmGKB
chembl:CHEMBL16685	CHEMBL16685	chembl:CHEMBL16685	ChemblDrugs
Aspirin	ASPIRIN	chembl:CHEMBL25	TTD
DB02261	CHEMBL1235246	chembl:CHEMBL1235246	DrugBank
CHEMBL457748	MB07811	chembl:CHEMBL457748	ChemblInteractions
DB02169	OKADAIC ACID	chembl:CHEMBL280487	DrugBank
PMID25726713-Compound-18			TTD
chembl:CHEMBL449081	AGROCLAVINE	chembl:CHEMBL449081	ChemblDrugs
RGD-891			TTD
FIPEXIDE HYDROCHLORIDE	FIPEXIDE HYDROCHLORIDE	chembl:CHEMBL1377408	DTC
chembl:CHEMBL1256655	AMSACRINE HYDROCHLORIDE	chembl:CHEMBL1256655	ChemblDrugs
178100586			GuideToPharmacology
chembl:CHEMBL1341	METHOXYFLURANE	chembl:CHEMBL1341	ChemblDrugs
PACLITAXEL	PACLITAXEL	chembl:CHEMBL428647	TdgClinicalTrial
chembl:CHEMBL118722	TRIBUTYRIN	chembl:CHEMBL118722	ChemblDrugs
chembl:CHEMBL560667	CHEMBL560667	chembl:CHEMBL560667	ChemblDrugs
KUC-7483	RITOBEGRON	chembl:CHEMBL2107773	TdgClinicalTrial
lorazepam	LORAZEPAM	chembl:CHEMBL580	PharmGKB
US9580418, Example 8			TTD
TAZAROTENE	TAZAROTENE	chembl:CHEMBL1657	TdgClinicalTrial
CQ7			TTD
chembl:CHEMBL9179	CHEMBL9179	chembl:CHEMBL9179	ChemblDrugs
DB04109			DrugBank
Golnerminogene pradenovac			TTD
CHEMBL1201607	NATALIZUMAB	chembl:CHEMBL1201607	ChemblInteractions
PMID29865878-Compound-56			TTD
DB01087	PRIMAQUINE	chembl:CHEMBL506	DrugBank
chembl:CHEMBL363302	CHEMBL363302	chembl:CHEMBL363302	ChemblDrugs
178100614			GuideToPharmacology
chembl:CHEMBL1492500	DOTHIEPIN	chembl:CHEMBL1492500	ChemblDrugs
187051829			GuideToPharmacology
178100329			GuideToPharmacology
chembl:CHEMBL1200748	CARBIDOPA	chembl:CHEMBL1200748	ChemblDrugs
53801053			GuideToPharmacology
dexmedetomidine	DEXMEDETOMIDINE	chembl:CHEMBL778	PharmGKB
SPI-376			TTD
DB08147	CHEMBL1234135	chembl:CHEMBL1234135	DrugBank
chembl:CHEMBL222808	CHEMBL222808	chembl:CHEMBL222808	ChemblDrugs
BI-847325			TTD
chembl:CHEMBL20734	NEMONAPRIDE	chembl:CHEMBL20734	ChemblDrugs
ALPRENOLOL	ALPRENOLOL	chembl:CHEMBL266195	TdgClinicalTrial
328083478			GuideToPharmacology
178103127			GuideToPharmacology
178101096	OMEPRAZOLE	chembl:CHEMBL1503	GuideToPharmacology
chembl:CHEMBL306147	CHEMBL306147	chembl:CHEMBL306147	ChemblDrugs
DB07893			DrugBank
315661095			GuideToPharmacology
chembl:CHEMBL2171781	CHEMBL2171781	chembl:CHEMBL2171781	ChemblDrugs
CHEMBL908	CHLORPROTHIXENE	chembl:CHEMBL908	ChemblInteractions
SRT3025			TTD
FLUROGESTONE ACETATE	FLUROGESTONE ACETATE	chembl:CHEMBL2106773	DTC
PF-05241328	PF-05241328	chembl:CHEMBL4279521	TTD
MMV665830	CHEMBL602580	chembl:CHEMBL602580	DTC
chembl:CHEMBL2109435	HUA33	chembl:CHEMBL2109435	ChemblDrugs
Heteroaryl-carboxamide derivative 8			TTD
chembl:CHEMBL1668778	(S)-SARGACHROMENOL	chembl:CHEMBL1668778	ChemblDrugs
chembl:CHEMBL56954	CHEMBL56954	chembl:CHEMBL56954	ChemblDrugs
APRACLONIDINE	APRACLONIDINE	chembl:CHEMBL647	TEND
APIXABAN	APIXABAN	chembl:CHEMBL231779	TdgClinicalTrial
DB04188	CHEMBL417844	chembl:CHEMBL417844	DrugBank
DB09327			DrugBank
ISIS-ANGPTL3			TTD
3-(6-allyloxy-2-naphthyl)-1-(4-piperidylmethyl)pyrazolo[3,4-d]pyrimidin-4-amine			TTD
252166792			GuideToPharmacology
chembl:CHEMBL3989915	DIFELIKEFALIN	chembl:CHEMBL3989915	ChemblDrugs
chembl:CHEMBL602970	CHEMBL602970	chembl:CHEMBL602970	ChemblDrugs
381118825			GuideToPharmacology
Ulocuplumab	ULOCUPLUMAB	chembl:CHEMBL3039543	TTD
AG-527	CHEMBL258767	chembl:CHEMBL258767	DTC
chembl:CHEMBL2105451	PARCETASAL	chembl:CHEMBL2105451	ChemblDrugs
RIMCAZOLE	RIMCAZOLE	chembl:CHEMBL275707	DTC
chembl:CHEMBL1614702	SCIO-323	chembl:CHEMBL1614702	ChemblDrugs
chembl:CHEMBL255898	BARETTIN	chembl:CHEMBL255898	ChemblDrugs
chembl:CHEMBL290916	EDARAVONE	chembl:CHEMBL290916	ChemblDrugs
4-METHOXYCINNAMIC ACID	4-METHOXYCINNAMIC ACID	chembl:CHEMBL95770	DTC
ISOLATED SOY PROTEIN			NCI
DB13961	FISH OIL TRIGLYCERIDES	chembl:CHEMBL4297535	DrugBank
Pyridine derivative 6			TTD
TIVANTINIB	TIVANTINIB	chembl:CHEMBL2103882	TALC
Aphanin			JAX-CKB
PF-00477736	PF-00477736	chembl:CHEMBL3545137	JAX-CKB
chembl:CHEMBL4297392	IOWH-032	chembl:CHEMBL4297392	ChemblDrugs
DB09345	PRAMOXINE	chembl:CHEMBL1198	DrugBank
S-ETOMIDATE	S-ETOMIDATE	chembl:CHEMBL279678	DTC
QAX576			TdgClinicalTrial
BGC-20-1259			TTD
DB08096	CHEMBL425616	chembl:CHEMBL425616	DrugBank
chembl:CHEMBL2028050	CHEMBL2028050	chembl:CHEMBL2028050	ChemblDrugs
223366106			GuideToPharmacology
DB11311			DrugBank
DB00723	METHOXAMINE	chembl:CHEMBL524	DrugBank
chembl:CHEMBL448115	PHOSPHATIDYLETHANOLAMINE	chembl:CHEMBL448115	ChemblDrugs
CHEMBL3833374	ANDECALIXIMAB	chembl:CHEMBL3833374	ChemblInteractions
3-phenyl acrylic acid derivative 1			TTD
NSC-21588	CHEMBL1611308	chembl:CHEMBL1611308	DTC
chembl:CHEMBL3545420	AG-24322	chembl:CHEMBL3545420	ChemblDrugs
chembl:CHEMBL563251	PF-03463275	chembl:CHEMBL563251	ChemblDrugs
CAR-T Cells targeting CEA			TTD
135651506			GuideToPharmacology
chembl:CHEMBL2364573	NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	chembl:CHEMBL2364573	ChemblDrugs
Charybdotoxin			TTD
LOFEXIDINE	LOFEXIDINE	chembl:CHEMBL17860	TdgClinicalTrial
Phenoxybenzamine	PHENOXYBENZAMINE	chembl:CHEMBL753	TTD
LAMELLARIN D	LAMELLARIN D	chembl:CHEMBL373114	DTC
ENFLURANE	ENFLURANE	chembl:CHEMBL1257	TEND
GW434756X	GW434756X	chembl:CHEMBL485745	DTC
Pyrazinamide	PYRAZINAMIDE	chembl:CHEMBL614	TTD
US10092575, Example 158			TTD
Alfuzosin	ALFUZOSIN	chembl:CHEMBL709	TTD
chembl:CHEMBL257662	ZD-6126	chembl:CHEMBL257662	ChemblDrugs
DB03667			DrugBank
NS-018	NS-018	chembl:CHEMBL3545217	TTD
KASANOSIN A	KASANOSIN A	chembl:CHEMBL458178	DTC
chembl:CHEMBL3544907	PICOPLATIN	chembl:CHEMBL3544907	ChemblDrugs
chembl:CHEMBL2105720	LESINURAD	chembl:CHEMBL2105720	ChemblDrugs
LEVOSIMENDAN	LEVOSIMENDAN	chembl:CHEMBL2051955	TEND
chembl:CHEMBL1098060	CHEMBL1098060	chembl:CHEMBL1098060	ChemblDrugs
135650677	ROBALZOTAN	chembl:CHEMBL1628569	GuideToPharmacology
CHEMBL405130	WHI-P131	chembl:CHEMBL405130	ChemblInteractions
NERATINIB	NERATINIB	chembl:CHEMBL180022	TALC
DB04544	CHEMBL592878	chembl:CHEMBL592878	DrugBank
chembl:CHEMBL1888079	DACTHAL	chembl:CHEMBL1888079	ChemblDrugs
SIROLIMUS	SIROLIMUS	chembl:CHEMBL413	NCI
CHEMBL2105395	OSPEMIFENE	chembl:CHEMBL2105395	ChemblInteractions
chembl:CHEMBL3545009	PBF-509	chembl:CHEMBL3545009	ChemblDrugs
AR9281	AR9281	chembl:CHEMBL436774	TdgClinicalTrial
chembl:CHEMBL1963683	TAFLUPROST	chembl:CHEMBL1963683	ChemblDrugs
135652442			GuideToPharmacology
PMID25666693-Compound-87			TTD
Piperazine carbamic compound 4			TTD
CHEMBL3545034	ONO-2333MS	chembl:CHEMBL3545034	ChemblInteractions
CHEMBL2109047	INTERFERON ALFA-N3	chembl:CHEMBL2109047	ChemblInteractions
ILOPROST	ILOPROST	chembl:CHEMBL494	TEND
252827539	ENOXACIN	chembl:CHEMBL826	GuideToPharmacology
Flurazepam	FLURAZEPAM	chembl:CHEMBL968	TTD
DB07866			DrugBank
chembl:CHEMBL570775	CHEMBL570775	chembl:CHEMBL570775	ChemblDrugs
384403641	RG-1530	chembl:CHEMBL1980391	GuideToPharmacology
249565825			GuideToPharmacology
Ziconotide	ZICONOTIDE	chembl:CHEMBL2103752	TTD
chembl:CHEMBL1593906	LEVOPROPOXYPHENE NAPSYLATE	chembl:CHEMBL1593906	ChemblDrugs
chembl:CHEMBL1201533	THYROTROPIN ALFA	chembl:CHEMBL1201533	ChemblDrugs
IDAZOXAN HYDROCHLORIDE			TTD
chembl:CHEMBL383541	CHEMBL383541	chembl:CHEMBL383541	ChemblDrugs
MOMETASONE	MOMETASONE	chembl:CHEMBL1201404	TdgClinicalTrial
CEFADROXIL	CEFADROXIL	chembl:CHEMBL1644	DTC
MK2206	MK-2206	chembl:CHEMBL1079175	TALC
DB04195			DrugBank
WARFARIN POTASSIUM	WARFARIN POTASSIUM	chembl:CHEMBL1200772	DTC
DB02161			DrugBank
chembl:CHEMBL279085	TALIPEXOLE	chembl:CHEMBL279085	ChemblDrugs
chembl:CHEMBL2109150	LINTUZUMAB	chembl:CHEMBL2109150	ChemblDrugs
Ad5CMV-NIS			TTD
DB00550	PROPYLTHIOURACIL	chembl:CHEMBL1518	DrugBank
VX-809	LUMACAFTOR	chembl:CHEMBL2103870	TdgClinicalTrial
GSK1614235	GSK-1614235	chembl:CHEMBL4297965	TTD
Nitrendipine	NITRENDIPINE	chembl:CHEMBL475534	TTD
chembl:CHEMBL1502	PANTOPRAZOLE	chembl:CHEMBL1502	ChemblDrugs
CHEMBL1187846	SCOPOLAMINE	chembl:CHEMBL569713	ChemblInteractions
FLUNISOLIDE	FLUNISOLIDE	chembl:CHEMBL1512	DTC
chembl:CHEMBL577662	CHEMBL577662	chembl:CHEMBL577662	ChemblDrugs
Bicyclic heteroaryl carboxamide analog 1			TTD
CHEMBL515966	EZLOPITANT	chembl:CHEMBL515966	ChemblInteractions
chembl:CHEMBL528245	CHEMBL528245	chembl:CHEMBL528245	ChemblDrugs
CALCIPOTRIENE	CALCIPOTRIENE	chembl:CHEMBL1200666	TdgClinicalTrial
CGRP	CALCITONIN GENE-RELATED PEPTIDE	wikidata:Q419432	TdgClinicalTrial
chembl:CHEMBL34241	ROTTLERIN	chembl:CHEMBL34241	ChemblDrugs
Maleimides derivative 3			TTD
PF-477736	PF-00477736	chembl:CHEMBL3545137	JAX-CKB
178102332	VATALANIB	chembl:CHEMBL101253	GuideToPharmacology
135651687			GuideToPharmacology
chembl:CHEMBL632	BETAMETHASONE	chembl:CHEMBL632	ChemblDrugs
Terbutyline			TTD
PMID25666693-Compound-137			TTD
Furopyridine derivative 2			TTD
135649833	CHEMBL275628	chembl:CHEMBL275628	GuideToPharmacology
DB00068			DrugBank
wikidata:Q27087955	N-METHYL SCOPOLAMINE	wikidata:Q27087955	Wikidata
CALCIUM CHANNEL BLOCKER			NCI
chembl:CHEMBL1980715	LAUROGUADINE	chembl:CHEMBL1980715	ChemblDrugs
Peptidomimetic analog 4			TTD
chembl:CHEMBL3138665	QUININE ETHYLCARBONATE	chembl:CHEMBL3138665	ChemblDrugs
DB03227			DrugBank
870086 (topical, atopic dermatitis), GlaxoSmithKline			TTD
NCX 4016			TdgClinicalTrial
PATRITUMAB DERUXTECAN			CIViC
chembl:CHEMBL1200330	PILOCARPINE HYDROCHLORIDE	chembl:CHEMBL1200330	ChemblDrugs
DB04214	P-NITROPHENYLPHOSPHATE	chembl:CHEMBL24231	DrugBank
Tocilizumab	TOCILIZUMAB	chembl:CHEMBL1237022	TTD
Clenbuterol	CLENBUTEROL	chembl:CHEMBL49080	TTD
chembl:CHEMBL2107829	EMIXUSTAT HYDROCHLORIDE	chembl:CHEMBL2107829	ChemblDrugs
Rivastigmine	RIVASTIGMINE	chembl:CHEMBL636	TTD
340590219			GuideToPharmacology
chembl:CHEMBL278172	BENZOCAINE	chembl:CHEMBL278172	ChemblDrugs
chembl:CHEMBL138061	CHEMBL138061	chembl:CHEMBL138061	ChemblDrugs
chembl:CHEMBL112953	CHEMBL112953	chembl:CHEMBL112953	ChemblDrugs
phorbol 12-myristate 13-acetate			TTD
chembl:CHEMBL1782600	THEONELLASTEROL D	chembl:CHEMBL1782600	ChemblDrugs
R0-93877			TTD
DB09228			DrugBank
chembl:CHEMBL242004	CHEMBL242004	chembl:CHEMBL242004	ChemblDrugs
BAS-8770931	CHEMBL515495	chembl:CHEMBL515495	DTC
PMID25980951-Compound-32			TTD
GNF-PF-231	CHEMBL601167	chembl:CHEMBL601167	DTC
Avelumab	AVELUMAB	chembl:CHEMBL3833373	TTD
PMID28766366-Compound-Scheme27LeucettamineB			TTD
chembl:CHEMBL305686	CORDYCEPIN	chembl:CHEMBL305686	ChemblDrugs
chembl:CHEMBL61780	TEZOSENTAN	chembl:CHEMBL61780	ChemblDrugs
252166826			GuideToPharmacology
PHTHALYLSULFATHIAZOLE	PHTHALYLSULFATHIAZOLE	chembl:CHEMBL1524273	DTC
chembl:CHEMBL2142592	TALADEGIB	chembl:CHEMBL2142592	ChemblDrugs
Eptacog alfa intravenous			TTD
DB08607			DrugBank
Dipivefrin	DIPIVEFRIN	chembl:CHEMBL1201262	TTD
135652098			GuideToPharmacology
DB05319	OPORTUZUMAB MONATOX	chembl:CHEMBL1743052	DrugBank
LEVOTHYROXINE	LEVOTHYROXINE	chembl:CHEMBL1624	TEND
FLURAZEPAM	FLURAZEPAM	chembl:CHEMBL968	NCI
178101716			GuideToPharmacology
Antithyroid Preparations			PharmGKB
NSC-61836	CHEMBL521171	chembl:CHEMBL521171	DTC
chembl:CHEMBL2103744	MORPHINE SULFATE	chembl:CHEMBL2103744	ChemblDrugs
ALPHA-TERTHIENYL	ALPHA-TERTHIENYL	chembl:CHEMBL90017	DTC
chembl:CHEMBL574817	CHEMBL574817	chembl:CHEMBL574817	ChemblDrugs
chembl:CHEMBL385994	CHEMBL385994	chembl:CHEMBL385994	ChemblDrugs
178102901	SALIRASIB	chembl:CHEMBL23293	GuideToPharmacology
CHAULMOOGRIC ACID, ETHYL ESTER	CHAULMOOGRIC ACID, ETHYL ESTER	chembl:CHEMBL1329881	DTC
Segesterone acetate and ethinyl estradiol vaginal system			TTD
DABRAFENIB MESYLATE			MyCancerGenomeClinicalTrial
Azelaic Acid			TTD
GSK461364	GSK-461364	chembl:CHEMBL1908394	MyCancerGenome
135650115	CLOZAPINE	chembl:CHEMBL42	GuideToPharmacology
135651086			GuideToPharmacology
CHEMBL1388	MONOBENZONE	chembl:CHEMBL1388	ChemblInteractions
178103386	RITUXIMAB	chembl:CHEMBL1201576	GuideToPharmacology
chembl:CHEMBL277498	NIPECOTIC ACID	chembl:CHEMBL277498	ChemblDrugs
363894131			GuideToPharmacology
chembl:CHEMBL319000	CHEMBL319000	chembl:CHEMBL319000	ChemblDrugs
chembl:CHEMBL1089636	ANG1005	chembl:CHEMBL1089636	ChemblDrugs
CHEMBL2109387	PARSATUZUMAB	chembl:CHEMBL2109387	ChemblInteractions
310264746	ONARTUZUMAB	chembl:CHEMBL1743051	GuideToPharmacology
wikidata:Q3143635	HYALURONAN	wikidata:Q3143635	Wikidata
135651763			GuideToPharmacology
CHEMOSENSITIZER			NCI
178101826			GuideToPharmacology
chembl:CHEMBL1482516	BATILOL	chembl:CHEMBL1482516	ChemblDrugs
135650218			GuideToPharmacology
Ursodeoxycholic acid			TTD
chembl:CHEMBL515	CHLORAMBUCIL	chembl:CHEMBL515	ChemblDrugs
178101177			GuideToPharmacology
404859125			GuideToPharmacology
chembl:CHEMBL1591365	LIRANAFTATE	chembl:CHEMBL1591365	ChemblDrugs
318164797	TRADIPITANT	chembl:CHEMBL3544984	GuideToPharmacology
AMG 282			TTD
CHEMBL1200856	THIETHYLPERAZINE MALEATE	chembl:CHEMBL1200856	ChemblInteractions
chembl:CHEMBL1076891	DICHLORODIMETHYLSTANNANE	chembl:CHEMBL1076891	ChemblDrugs
223366151	AZD1386	chembl:CHEMBL3545039	GuideToPharmacology
Azaindole derivative 7			TTD
DB13960	BRONOPOL	chembl:CHEMBL1408862	DrugBank
chembl:CHEMBL249697	BMS-345541	chembl:CHEMBL249697	ChemblDrugs
INTERFERON GAMMA			NCI
chembl:CHEMBL1743067	SAMALIZUMAB	chembl:CHEMBL1743067	ChemblDrugs
OLTIPRAZ	OLTIPRAZ	chembl:CHEMBL178459	DTC
chembl:CHEMBL548540	CHEMBL548540	chembl:CHEMBL548540	ChemblDrugs
Taberminogene vadenovec			TTD
178103308			GuideToPharmacology
chembl:CHEMBL1161	MOMETASONE FUROATE	chembl:CHEMBL1161	ChemblDrugs
US9353089, 330			TTD
chembl:CHEMBL1221699	CHEMBL1221699	chembl:CHEMBL1221699	ChemblDrugs
CABOZANTINIB	CABOZANTINIB	chembl:CHEMBL2105717	DTC
chembl:CHEMBL2107819	BELNACASAN	chembl:CHEMBL2107819	ChemblDrugs
178100909			GuideToPharmacology
chembl:CHEMBL928	DANTROLENE SODIUM	chembl:CHEMBL928	ChemblDrugs
chembl:CHEMBL1200379	APRACLONIDINE HYDROCHLORIDE	chembl:CHEMBL1200379	ChemblDrugs
PMID26651364-Compound-126c			TTD
PMID25666693-Compound-82			TTD
249565684			GuideToPharmacology
DB06151	ACETYLCYSTEINE	chembl:CHEMBL600	DrugBank
chembl:CHEMBL382311	CHEMBL382311	chembl:CHEMBL382311	ChemblDrugs
GP39			NCI
348353664			GuideToPharmacology
chembl:CHEMBL3545027	XL-281	chembl:CHEMBL3545027	ChemblDrugs
PROPOFOL	PROPOFOL	chembl:CHEMBL526	TdgClinicalTrial
PMID28394193-Compound-38			TTD
chembl:CHEMBL1476646	CHEMBL1476646	chembl:CHEMBL1476646	ChemblDrugs
178102831			GuideToPharmacology
NORGESTREL	NORGESTREL	chembl:CHEMBL2107797	TdgClinicalTrial
363894167			GuideToPharmacology
Darolutamide	DAROLUTAMIDE	chembl:CHEMBL4297185	TTD
chembl:CHEMBL264669	CHEMBL264669	chembl:CHEMBL264669	ChemblDrugs
P-coumaric acid derivative 5			TTD
chembl:CHEMBL599366	CHEMBL599366	chembl:CHEMBL599366	ChemblDrugs
chembl:CHEMBL1201825	RANIBIZUMAB	chembl:CHEMBL1201825	ChemblDrugs
249565759			GuideToPharmacology
fludarabine	FLUDARABINE	chembl:CHEMBL1568	PharmGKB
METHYLENE BLUE			NCI
CHEMBL1515	METHIMAZOLE	chembl:CHEMBL1515	ChemblInteractions
DB02091	CHEMBL47302	chembl:CHEMBL47302	DrugBank
chembl:CHEMBL579837	CHEMBL579837	chembl:CHEMBL579837	ChemblDrugs
SULFISOXAZOLE	SULFISOXAZOLE	chembl:CHEMBL453	DTC
CHEMBL1200600	FLUOROMETHOLONE	chembl:CHEMBL1200600	ChemblInteractions
Chlorpromazine	CHLORPROMAZINE	chembl:CHEMBL71	TTD
CHRYSEN-6-YLAMINE	CHEMBL313154	chembl:CHEMBL313154	DTC
chembl:CHEMBL169896	OSI-7904	chembl:CHEMBL169896	ChemblDrugs
chembl:CHEMBL3545389	LY2245461	chembl:CHEMBL3545389	ChemblDrugs
Farglitazar	FARGLITAZAR	chembl:CHEMBL107367	PharmGKB
TIAGABINE	TIAGABINE	chembl:CHEMBL1027	TdgClinicalTrial
135651320	CHEMBL38288	chembl:CHEMBL38288	GuideToPharmacology
chembl:CHEMBL222002	CHEMBL222002	chembl:CHEMBL222002	ChemblDrugs
178103560	AMLODIPINE	chembl:CHEMBL1491	GuideToPharmacology
Pyrrolo[2,3-b]pyridine derivative 4			TTD
135649948	APLAVIROC	chembl:CHEMBL1255794	GuideToPharmacology
chembl:CHEMBL1201	THIOTHIXENE	chembl:CHEMBL1201	ChemblDrugs
chembl:CHEMBL64379	MALINAMIDE	chembl:CHEMBL64379	ChemblDrugs
135652284			GuideToPharmacology
MLN-4924	PEVONEDISTAT	chembl:CHEMBL1231160	TdgClinicalTrial
Safinamide	SAFINAMIDE	chembl:CHEMBL396778	TTD
chembl:CHEMBL607308	CHEMBL607308	chembl:CHEMBL607308	ChemblDrugs
PMID27841045-Compound-137			TTD
178100295			GuideToPharmacology
CABOZANTINIB	CABOZANTINIB	chembl:CHEMBL2105717	MyCancerGenomeClinicalTrial
chembl:CHEMBL2105107	INECALCITOL	chembl:CHEMBL2105107	ChemblDrugs
Cefotaxime	CEFOTAXIME	chembl:CHEMBL1730	TTD
336446957			GuideToPharmacology
blinatumomab	BLINATUMOMAB	chembl:CHEMBL1742992	PharmGKB
CHEMBL3039513	DECERNOTINIB	chembl:CHEMBL3039513	ChemblInteractions
DB08632	CHEMBL77562	chembl:CHEMBL77562	DrugBank
US10174026, Example 99			TTD
DB02553			DrugBank
chembl:CHEMBL1077759	GRACILIN J	chembl:CHEMBL1077759	ChemblDrugs
PGF2ALPHA-IE			TTD
CHEMBL1201061	LEVALBUTEROL HYDROCHLORIDE	chembl:CHEMBL1201061	ChemblInteractions
METHYSERGIDE	METHYSERGIDE	chembl:CHEMBL485253	TEND
chembl:CHEMBL1434057	2-BENZOYL-5-METHOXYBENZOQUINONE	chembl:CHEMBL1434057	ChemblDrugs
montelukast	MONTELUKAST	chembl:CHEMBL787	PharmGKB
chembl:CHEMBL411907	SONOLISIB	chembl:CHEMBL411907	ChemblDrugs
DB02652			DrugBank
223366163			GuideToPharmacology
