entrez_gene_symbol	gene_long_name	category_sources	category
PRAP1	PROLINE RICH ACIDIC PROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
ATP6V0B	ATPASE H+ TRANSPORTING V0 SUBUNIT B	GO,GuideToPharmacology	TRANSPORTER
ATP6V0B	ATPASE H+ TRANSPORTING V0 SUBUNIT B	Pharos	ENZYME
WEE2	WEE1 HOMOLOG 2	GO	TYROSINE KINASE
WEE2	WEE1 HOMOLOG 2	GuideToPharmacology	ENZYME
WEE2	WEE1 HOMOLOG 2	IDG,Pharos	KINASE
WEE2	WEE1 HOMOLOG 2	HingoraniCasas	DRUGGABLE GENOME
CPNE6	COPINE 6	GO	TRANSPORTER
PKM	PYRUVATE KINASE, MUSCLE	GuideToPharmacology,Pharos	ENZYME
PKM	PYRUVATE KINASE, MUSCLE	GO,Pharos	KINASE
PKM	PYRUVATE KINASE, MUSCLE	HingoraniCasas	DRUGGABLE GENOME
UBE2N	UBIQUITIN CONJUGATING ENZYME E2 N	HingoraniCasas	DRUGGABLE GENOME
UBE2N	UBIQUITIN CONJUGATING ENZYME E2 N	Pharos	ENZYME
TRBV25-1	T CELL RECEPTOR BETA VARIABLE 25-1	Pharos	TRANSCRIPTION FACTOR
TRBV25-1	T CELL RECEPTOR BETA VARIABLE 25-1	Pharos	KINASE
BTN1A1	BUTYROPHILIN SUBFAMILY 1 MEMBER A1	HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
BTN1A1	BUTYROPHILIN SUBFAMILY 1 MEMBER A1	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
BTN1A1	BUTYROPHILIN SUBFAMILY 1 MEMBER A1	HopkinsGroom	B30_2 SPRY DOMAIN
GZMA	GRANZYME A	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
GZMA	GRANZYME A	HopkinsGroom,dGene	PROTEASE
GZMA	GRANZYME A	GuideToPharmacology	ENZYME
TP53INP2	TUMOR PROTEIN P53 INDUCIBLE NUCLEAR PROTEIN 2	Pharos	KINASE
GDF1	GROWTH DIFFERENTIATION FACTOR 1	HingoraniCasas	DRUGGABLE GENOME
GDF1	GROWTH DIFFERENTIATION FACTOR 1	Pharos	TRANSCRIPTION FACTOR
GDF1	GROWTH DIFFERENTIATION FACTOR 1	GO	GROWTH FACTOR
HSD17B12	HYDROXYSTEROID 17-BETA DEHYDROGENASE 12	HopkinsGroom,RussLampel	DRUGGABLE GENOME
HSD17B12	HYDROXYSTEROID 17-BETA DEHYDROGENASE 12	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
HSD17B12	HYDROXYSTEROID 17-BETA DEHYDROGENASE 12	Pharos	ENZYME
TMPRSS11B	TRANSMEMBRANE PROTEASE, SERINE 11B	RussLampel,HopkinsGroom	DRUGGABLE GENOME
TMPRSS11B	TRANSMEMBRANE PROTEASE, SERINE 11B	HopkinsGroom,dGene	PROTEASE
APOO	APOLIPOPROTEIN O	HingoraniCasas	DRUGGABLE GENOME
SKAP1	SRC KINASE ASSOCIATED PHOSPHOPROTEIN 1	Pharos	KINASE
ATP8B4	ATPASE PHOSPHOLIPID TRANSPORTING 8B4 (PUTATIVE)	GuideToPharmacology	TRANSPORTER
NECTIN4	NECTIN CELL ADHESION MOLECULE 4	HingoraniCasas	DRUGGABLE GENOME
PGD	PHOSPHOGLUCONATE DEHYDROGENASE	Pharos	ENZYME
PGD	PHOSPHOGLUCONATE DEHYDROGENASE	HingoraniCasas	DRUGGABLE GENOME
IRF9	INTERFERON REGULATORY FACTOR 9	Pharos	KINASE
IRF9	INTERFERON REGULATORY FACTOR 9	Pharos	TRANSCRIPTION FACTOR
SLC45A2	SOLUTE CARRIER FAMILY 45 MEMBER 2	HumanProteinAtlas,Pharos,GuideToPharmacology	TRANSPORTER
PARN	POLY(A)-SPECIFIC RIBONUCLEASE	HumanProteinAtlas	ENZYME
PDSS2	DECAPRENYL DIPHOSPHATE SYNTHASE SUBUNIT 2	HumanProteinAtlas,Pharos	ENZYME
OR10G8	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY G MEMBER 8	HopkinsGroom,Pharos,dGene,GO	G PROTEIN COUPLED RECEPTOR
OR10G8	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY G MEMBER 8	HopkinsGroom,RussLampel	DRUGGABLE GENOME
PSMB3P1	PROTEASOME SUBUNIT BETA 3 PSEUDOGENE 1	dGene	PROTEASE
CLU	CLUSTERIN	GO	CELL SURFACE
CLU	CLUSTERIN	HingoraniCasas	DRUGGABLE GENOME
SLC1A5	SOLUTE CARRIER FAMILY 1 MEMBER 5	Pharos,GuideToPharmacology	TRANSPORTER
DRD5P2	DOPAMINE RECEPTOR D5 PSEUDOGENE 2	RussLampel,RussLampel	DRUGGABLE GENOME
DRD5P2	DOPAMINE RECEPTOR D5 PSEUDOGENE 2	dGene	G PROTEIN COUPLED RECEPTOR
PPID	PEPTIDYLPROLYL ISOMERASE D	RussLampel,HingoraniCasas	DRUGGABLE GENOME
PPID	PEPTIDYLPROLYL ISOMERASE D	Pharos	KINASE
PPID	PEPTIDYLPROLYL ISOMERASE D	GO	TRANSCRIPTION FACTOR BINDING
WISP1	WNT1 INDUCIBLE SIGNALING PATHWAY PROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
WISP1	WNT1 INDUCIBLE SIGNALING PATHWAY PROTEIN 1	Pharos	KINASE
TAF8	TATA-BOX BINDING PROTEIN ASSOCIATED FACTOR 8	Pharos	TRANSCRIPTION FACTOR
SERPINB2	SERPIN FAMILY B MEMBER 2	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
SERPINB2	SERPIN FAMILY B MEMBER 2	dGene,HopkinsGroom	PROTEASE INHIBITOR
CEACAM6	CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6	HingoraniCasas	DRUGGABLE GENOME
CEACAM6	CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6	GO	CELL SURFACE
RANBP10	RAN BINDING PROTEIN 10	HopkinsGroom	DRUGGABLE GENOME
RANBP10	RAN BINDING PROTEIN 10	HopkinsGroom	B30_2 SPRY DOMAIN
RANBP10	RAN BINDING PROTEIN 10	Pharos	TRANSCRIPTION FACTOR
RANBP10	RAN BINDING PROTEIN 10	Pharos	KINASE
SOCS3	SUPPRESSOR OF CYTOKINE SIGNALING 3	Pharos	KINASE
SOCS3	SUPPRESSOR OF CYTOKINE SIGNALING 3	FoundationOneGenes	CLINICALLY ACTIONABLE
ATP11A	ATPASE PHOSPHOLIPID TRANSPORTING 11A	GuideToPharmacology	TRANSPORTER
EXOG	EXO/ENDONUCLEASE G	Pharos	ENZYME
EXOG	EXO/ENDONUCLEASE G	HopkinsGroom,RussLampel	DRUGGABLE GENOME
MED15	MEDIATOR COMPLEX SUBUNIT 15	Pharos	TRANSCRIPTION FACTOR
PDLIM5	PDZ AND LIM DOMAIN 5	Pharos	KINASE
TBL1Y	TRANSDUCIN BETA LIKE 1, Y-LINKED	Pharos	NUCLEAR HORMONE RECEPTOR
MMP17	MATRIX METALLOPEPTIDASE 17	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
MMP17	MATRIX METALLOPEPTIDASE 17	HopkinsGroom,dGene	PROTEASE
MMP17	MATRIX METALLOPEPTIDASE 17	GuideToPharmacology	ENZYME
PPIAL4C	PEPTIDYLPROLYL ISOMERASE A LIKE 4C	RussLampel,RussLampel,HingoraniCasas,RussLampel	DRUGGABLE GENOME
PIP4K2C	PHOSPHATIDYLINOSITOL-5-PHOSPHATE 4-KINASE TYPE 2 GAMMA	GuideToPharmacology	ENZYME
PIP4K2C	PHOSPHATIDYLINOSITOL-5-PHOSPHATE 4-KINASE TYPE 2 GAMMA	IDG,Pharos	KINASE
PIP4K2C	PHOSPHATIDYLINOSITOL-5-PHOSPHATE 4-KINASE TYPE 2 GAMMA	HingoraniCasas	DRUGGABLE GENOME
GKN1	GASTROKINE 1	HingoraniCasas	DRUGGABLE GENOME
DCAF1	DDB1 AND CUL4 ASSOCIATED FACTOR 1	Pharos	KINASE
KLK2	KALLIKREIN RELATED PEPTIDASE 2	GuideToPharmacology	ENZYME
KLK2	KALLIKREIN RELATED PEPTIDASE 2	dGene,HopkinsGroom	PROTEASE
KLK2	KALLIKREIN RELATED PEPTIDASE 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
KLK2	KALLIKREIN RELATED PEPTIDASE 2	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
ELF4	E74 LIKE ETS TRANSCRIPTION FACTOR 4	Pharos	TRANSCRIPTION FACTOR
ELF4	E74 LIKE ETS TRANSCRIPTION FACTOR 4	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
TFCP2L1	TRANSCRIPTION FACTOR CP2 LIKE 1	Pharos	TRANSCRIPTION FACTOR
KCNH8	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 8	IDG,Pharos,GuideToPharmacology,BaderLabGenes,HopkinsGroom	ION CHANNEL
KCNH8	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 8	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
SLC46A2	SOLUTE CARRIER FAMILY 46 MEMBER 2	GO	CELL SURFACE
SLC46A2	SOLUTE CARRIER FAMILY 46 MEMBER 2	GuideToPharmacology,Pharos	TRANSPORTER
SLC46A2	SOLUTE CARRIER FAMILY 46 MEMBER 2	RussLampel	DRUGGABLE GENOME
IGHV3OR16-12	IMMUNOGLOBULIN HEAVY VARIABLE 3/OR16-12 (NON-FUNCTIONAL)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
IL7R	INTERLEUKIN 7 RECEPTOR	Tempus,FoundationOneGenes,CarisMolecularIntelligence,MskImpact	CLINICALLY ACTIONABLE
IL7R	INTERLEUKIN 7 RECEPTOR	HingoraniCasas	DRUGGABLE GENOME
IL7R	INTERLEUKIN 7 RECEPTOR	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
SLC43A3	SOLUTE CARRIER FAMILY 43 MEMBER 3	Pharos,GuideToPharmacology	TRANSPORTER
SLC43A3	SOLUTE CARRIER FAMILY 43 MEMBER 3	RussLampel	DRUGGABLE GENOME
TOP2B	DNA TOPOISOMERASE II BETA	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
TOP2B	DNA TOPOISOMERASE II BETA	Pharos	ENZYME
LTF	LACTOTRANSFERRIN	Pharos	TRANSCRIPTION FACTOR
LTF	LACTOTRANSFERRIN	GO	CELL SURFACE
LTF	LACTOTRANSFERRIN	HingoraniCasas	DRUGGABLE GENOME
LTF	LACTOTRANSFERRIN	dGene	PROTEASE
ICOS	INDUCIBLE T-CELL COSTIMULATOR	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ICOS	INDUCIBLE T-CELL COSTIMULATOR	HingoraniCasas	DRUGGABLE GENOME
OPN1LW	OPSIN 1, LONG WAVE SENSITIVE	HopkinsGroom,HumanProteinAtlas,dGene,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR
OPN1LW	OPSIN 1, LONG WAVE SENSITIVE	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
OPN1LW	OPSIN 1, LONG WAVE SENSITIVE	HumanProteinAtlas	TRANSPORTER
KCNIP1	POTASSIUM VOLTAGE-GATED CHANNEL INTERACTING PROTEIN 1	Pharos	ION CHANNEL
COPS7B	COP9 SIGNALOSOME SUBUNIT 7B	Pharos	KINASE
GK3P	GLYCEROL KINASE 3 PSEUDOGENE	Pharos	ENZYME
GK3P	GLYCEROL KINASE 3 PSEUDOGENE	Pharos	KINASE
OAZ1	ORNITHINE DECARBOXYLASE ANTIZYME 1	Pharos	TRANSPORTER
OAZ1	ORNITHINE DECARBOXYLASE ANTIZYME 1	Pharos	ENZYME
PIGF	PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS F	HingoraniCasas	DRUGGABLE GENOME
CYBA	CYTOCHROME B-245 ALPHA CHAIN	HumanProteinAtlas	TRANSPORTER
CYBA	CYTOCHROME B-245 ALPHA CHAIN	GO	DRUG RESISTANCE
INSL5	INSULIN LIKE 5	GO	HORMONE ACTIVITY
INSL5	INSULIN LIKE 5	HingoraniCasas	DRUGGABLE GENOME
SCUBE2	SIGNAL PEPTIDE, CUB DOMAIN AND EGF LIKE DOMAIN CONTAINING 2	GO	CELL SURFACE
SCUBE2	SIGNAL PEPTIDE, CUB DOMAIN AND EGF LIKE DOMAIN CONTAINING 2	HingoraniCasas	DRUGGABLE GENOME
SLC2A5	SOLUTE CARRIER FAMILY 2 MEMBER 5	RussLampel,HingoraniCasas	DRUGGABLE GENOME
SLC2A5	SOLUTE CARRIER FAMILY 2 MEMBER 5	Pharos,GuideToPharmacology	TRANSPORTER
UBA6	UBIQUITIN LIKE MODIFIER ACTIVATING ENZYME 6	Pharos	ENZYME
UBA6	UBIQUITIN LIKE MODIFIER ACTIVATING ENZYME 6	HingoraniCasas	DRUGGABLE GENOME
UBE2F	UBIQUITIN CONJUGATING ENZYME E2 F (PUTATIVE)	Pharos	ENZYME
C1QB	COMPLEMENT C1Q B CHAIN	GO	CELL SURFACE
C1QB	COMPLEMENT C1Q B CHAIN	HingoraniCasas	DRUGGABLE GENOME
HPGD	15-HYDROXYPROSTAGLANDIN DEHYDROGENASE	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
HPGD	15-HYDROXYPROSTAGLANDIN DEHYDROGENASE	GuideToPharmacology,Pharos,HumanProteinAtlas	ENZYME
HPGD	15-HYDROXYPROSTAGLANDIN DEHYDROGENASE	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE
FN3K	FRUCTOSAMINE 3 KINASE	GO,Pharos	KINASE
FN3K	FRUCTOSAMINE 3 KINASE	Pharos	ENZYME
CARD6	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 6	Pharos	TRANSCRIPTION FACTOR
CARD6	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 6	Pharos	KINASE
MMP20	MATRIX METALLOPEPTIDASE 20	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
MMP20	MATRIX METALLOPEPTIDASE 20	HopkinsGroom,dGene	PROTEASE
MMP20	MATRIX METALLOPEPTIDASE 20	GuideToPharmacology	ENZYME
CKB	CREATINE KINASE B	Pharos,GO	KINASE
CKB	CREATINE KINASE B	Pharos	ENZYME
TRBV6-8	T CELL RECEPTOR BETA VARIABLE 6-8	Pharos	KINASE
TRBV6-8	T CELL RECEPTOR BETA VARIABLE 6-8	Pharos	TRANSCRIPTION FACTOR
TERT	TELOMERASE REVERSE TRANSCRIPTASE	MskImpact,FoundationOneGenes,Oncomine,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
TERT	TELOMERASE REVERSE TRANSCRIPTASE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
TERT	TELOMERASE REVERSE TRANSCRIPTASE	Pharos,HumanProteinAtlas	ENZYME
TERT	TELOMERASE REVERSE TRANSCRIPTASE	GO	RNA DIRECTED DNA POLYMERASE
TERT	TELOMERASE REVERSE TRANSCRIPTASE	CIViC	DRUG RESISTANCE
DCUN1D1	DEFECTIVE IN CULLIN NEDDYLATION 1 DOMAIN CONTAINING 1	MskImpact	CLINICALLY ACTIONABLE
METRNL	METEORIN LIKE, GLIAL CELL DIFFERENTIATION REGULATOR	GO	HORMONE ACTIVITY
AMD1	ADENOSYLMETHIONINE DECARBOXYLASE 1	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
AMD1	ADENOSYLMETHIONINE DECARBOXYLASE 1	Pharos,GuideToPharmacology	ENZYME
RNASEH1	RIBONUCLEASE H1	HingoraniCasas	DRUGGABLE GENOME
RNASEH1	RIBONUCLEASE H1	HumanProteinAtlas	ENZYME
ADCYAP1R1	ADCYAP RECEPTOR TYPE I	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
ADCYAP1R1	ADCYAP RECEPTOR TYPE I	HopkinsGroom,GuideToPharmacology,dGene	G PROTEIN COUPLED RECEPTOR
ADCYAP1R1	ADCYAP RECEPTOR TYPE I	GO	CELL SURFACE
ADCYAP1R1	ADCYAP RECEPTOR TYPE I	GO	DRUG RESISTANCE
MLLT1	MLLT1, SUPER ELONGATION COMPLEX SUBUNIT	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
MAG	MYELIN ASSOCIATED GLYCOPROTEIN	HingoraniCasas	DRUGGABLE GENOME
SLC6A7	SOLUTE CARRIER FAMILY 6 MEMBER 7	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
SLC6A7	SOLUTE CARRIER FAMILY 6 MEMBER 7	GuideToPharmacology,HopkinsGroom,Pharos	TRANSPORTER
NT5E	5'-NUCLEOTIDASE ECTO	GO,HumanProteinAtlas	CELL SURFACE
NT5E	5'-NUCLEOTIDASE ECTO	GuideToPharmacology,HumanProteinAtlas	ENZYME
NT5E	5'-NUCLEOTIDASE ECTO	HingoraniCasas	DRUGGABLE GENOME
GABPB1	GA BINDING PROTEIN TRANSCRIPTION FACTOR BETA SUBUNIT 1	Pharos	TRANSCRIPTION FACTOR
LILRA5	LEUKOCYTE IMMUNOGLOBULIN LIKE RECEPTOR A5	HingoraniCasas	DRUGGABLE GENOME
LILRA5	LEUKOCYTE IMMUNOGLOBULIN LIKE RECEPTOR A5	GO	CELL SURFACE
PTRH2	PEPTIDYL-TRNA HYDROLASE 2	Pharos,HumanProteinAtlas	ENZYME
CDC7	CELL DIVISION CYCLE 7	GuideToPharmacology	ENZYME
CDC7	CELL DIVISION CYCLE 7	Pharos,GO,dGene	KINASE
CDC7	CELL DIVISION CYCLE 7	RussLampel,HingoraniCasas	DRUGGABLE GENOME
CDC7	CELL DIVISION CYCLE 7	GO,dGene	SERINE THREONINE KINASE
NAGK	N-ACETYLGLUCOSAMINE KINASE	Pharos	KINASE
NAGK	N-ACETYLGLUCOSAMINE KINASE	Pharos	ENZYME
AZIN1	ANTIZYME INHIBITOR 1	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
AZIN1	ANTIZYME INHIBITOR 1	Pharos	ENZYME
ENPP2	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
ENPP2	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 2	GuideToPharmacology	ENZYME
ENPP2	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 2	GO	TRANSCRIPTION FACTOR BINDING
HELZ2	HELICASE WITH ZINC FINGER 2	Pharos	NUCLEAR HORMONE RECEPTOR
CNOT1	CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 1	Pharos	NUCLEAR HORMONE RECEPTOR
CD1C	CD1C MOLECULE	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CD1C	CD1C MOLECULE	HingoraniCasas	DRUGGABLE GENOME
POMC	PROOPIOMELANOCORTIN	Pharos	ENZYME
POMC	PROOPIOMELANOCORTIN	HingoraniCasas	DRUGGABLE GENOME
POMC	PROOPIOMELANOCORTIN	GO	HORMONE ACTIVITY
MTFP1	MITOCHONDRIAL FISSION PROCESS 1	Pharos	KINASE
HEY2	HES RELATED FAMILY BHLH TRANSCRIPTION FACTOR WITH YRPW MOTIF 2	GO	TRANSCRIPTION FACTOR BINDING
HEY2	HES RELATED FAMILY BHLH TRANSCRIPTION FACTOR WITH YRPW MOTIF 2	Pharos	TRANSCRIPTION FACTOR
OR9K2	OLFACTORY RECEPTOR FAMILY 9 SUBFAMILY K MEMBER 2	Pharos,GO,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
OR9K2	OLFACTORY RECEPTOR FAMILY 9 SUBFAMILY K MEMBER 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ADAM11	ADAM METALLOPEPTIDASE DOMAIN 11	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAM11	ADAM METALLOPEPTIDASE DOMAIN 11	dGene	PROTEASE
ADAM11	ADAM METALLOPEPTIDASE DOMAIN 11	RussLampel	DRUGGABLE GENOME
ADAM11	ADAM METALLOPEPTIDASE DOMAIN 11	GuideToPharmacology	ENZYME
SNX29	SORTING NEXIN 29	CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
OGG1	8-OXOGUANINE DNA GLYCOSYLASE	GuideToPharmacology,Pharos,HumanProteinAtlas	ENZYME
OGG1	8-OXOGUANINE DNA GLYCOSYLASE	GO	DRUG RESISTANCE
NDUFS5	NADH:UBIQUINONE OXIDOREDUCTASE SUBUNIT S5	Pharos	ENZYME
SOX7	SRY-BOX 7	Pharos	TRANSCRIPTION FACTOR
MAML2	MASTERMIND LIKE TRANSCRIPTIONAL COACTIVATOR 2	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
WFDC1	WAP FOUR-DISULFIDE CORE DOMAIN 1	GO	DRUG RESISTANCE
WFDC1	WAP FOUR-DISULFIDE CORE DOMAIN 1	dGene	PROTEASE INHIBITOR
HS3ST1	HEPARAN SULFATE-GLUCOSAMINE 3-SULFOTRANSFERASE 1	Pharos	ENZYME
HS3ST1	HEPARAN SULFATE-GLUCOSAMINE 3-SULFOTRANSFERASE 1	HingoraniCasas	DRUGGABLE GENOME
LY6D	LYMPHOCYTE ANTIGEN 6 FAMILY MEMBER D	GO	CELL SURFACE
LY6D	LYMPHOCYTE ANTIGEN 6 FAMILY MEMBER D	HingoraniCasas	DRUGGABLE GENOME
GGH	GAMMA-GLUTAMYL HYDROLASE	GuideToPharmacology	ENZYME
GGH	GAMMA-GLUTAMYL HYDROLASE	dGene	PROTEASE
GGH	GAMMA-GLUTAMYL HYDROLASE	HingoraniCasas	DRUGGABLE GENOME
GGH	GAMMA-GLUTAMYL HYDROLASE	GO	DRUG RESISTANCE
PTGER4P2	PROSTAGLANDIN E RECEPTOR 4 PSEUDOGENE 2	RussLampel	DRUGGABLE GENOME
SBNO2	STRAWBERRY NOTCH HOMOLOG 2	Pharos	TRANSCRIPTION FACTOR
ZNF521	ZINC FINGER PROTEIN 521	FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
ZNF521	ZINC FINGER PROTEIN 521	Pharos	TRANSCRIPTION FACTOR
PNLIPRP3	PANCREATIC LIPASE RELATED PROTEIN 3	HopkinsGroom	LIPASE
PNLIPRP3	PANCREATIC LIPASE RELATED PROTEIN 3	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
ERLIN2	ER LIPID RAFT ASSOCIATED 2	HumanProteinAtlas	TRANSPORTER
ABHD16A	ABHYDROLASE DOMAIN CONTAINING 16A	GO	PHOSPHOLIPASE
ABHD16A	ABHYDROLASE DOMAIN CONTAINING 16A	HingoraniCasas	DRUGGABLE GENOME
SLC1A2	SOLUTE CARRIER FAMILY 1 MEMBER 2	HumanProteinAtlas,Pharos,GuideToPharmacology	TRANSPORTER
SLC1A2	SOLUTE CARRIER FAMILY 1 MEMBER 2	GO	DRUG RESISTANCE
SLC1A2	SOLUTE CARRIER FAMILY 1 MEMBER 2	GO	CELL SURFACE
SLC1A2	SOLUTE CARRIER FAMILY 1 MEMBER 2	FoundationOneGenes	CLINICALLY ACTIONABLE
SLC1A2	SOLUTE CARRIER FAMILY 1 MEMBER 2	HingoraniCasas	DRUGGABLE GENOME
PDS5A	PDS5 COHESIN ASSOCIATED FACTOR A	GO	DNA REPAIR
OR10J6P	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY J MEMBER 6 PSEUDOGENE	Pharos,dGene,GO	G PROTEIN COUPLED RECEPTOR
OR10J6P	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY J MEMBER 6 PSEUDOGENE	RussLampel	DRUGGABLE GENOME
SFTPD	SURFACTANT PROTEIN D	HingoraniCasas	DRUGGABLE GENOME
SLIT3	SLIT GUIDANCE LIGAND 3	HingoraniCasas	DRUGGABLE GENOME
NEU4	NEURAMINIDASE 4	Pharos	ENZYME
TK1	THYMIDINE KINASE 1	Pharos,HopkinsGroom	KINASE
TK1	THYMIDINE KINASE 1	Pharos	ENZYME
TK1	THYMIDINE KINASE 1	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
MORC3	MORC FAMILY CW-TYPE ZINC FINGER 3	RussLampel,HopkinsGroom	DRUGGABLE GENOME
LDB1	LIM DOMAIN BINDING 1	Pharos	TRANSCRIPTION FACTOR
LDB1	LIM DOMAIN BINDING 1	GO	TRANSCRIPTION FACTOR COMPLEX
RNF170	RING FINGER PROTEIN 170	HumanProteinAtlas	ENZYME
NEURL2	NEURALIZED E3 UBIQUITIN PROTEIN LIGASE 2	Pharos	ENZYME
ESRRA	ESTROGEN RELATED RECEPTOR ALPHA	HopkinsGroom,BaderLabGenes,GuideToPharmacology,Pharos,dGene,GO	NUCLEAR HORMONE RECEPTOR
ESRRA	ESTROGEN RELATED RECEPTOR ALPHA	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
ACAN	AGGRECAN	HopkinsGroom	G PROTEIN COUPLED RECEPTOR
ACAN	AGGRECAN	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
ITGA2	INTEGRIN SUBUNIT ALPHA 2	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
ITGA2	INTEGRIN SUBUNIT ALPHA 2	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGA2	INTEGRIN SUBUNIT ALPHA 2	GO	DRUG RESISTANCE
ITGA2	INTEGRIN SUBUNIT ALPHA 2	GO	CELL SURFACE
FAM170A	FAMILY WITH SEQUENCE SIMILARITY 170 MEMBER A	Pharos	TRANSCRIPTION FACTOR
IGHG3	IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 3 (G3M MARKER)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
IGHG3	IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 3 (G3M MARKER)	HingoraniCasas	DRUGGABLE GENOME
PDHB	PYRUVATE DEHYDROGENASE E1 BETA SUBUNIT	HumanProteinAtlas,Pharos	ENZYME
IGSF8	IMMUNOGLOBULIN SUPERFAMILY MEMBER 8	HingoraniCasas	DRUGGABLE GENOME
H3F3B	H3 HISTONE FAMILY MEMBER 3B	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
H3F3B	H3 HISTONE FAMILY MEMBER 3B	HingoraniCasas	DRUGGABLE GENOME
VKORC1L1	VITAMIN K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1 LIKE 1	Pharos	ENZYME
VKORC1L1	VITAMIN K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1 LIKE 1	HingoraniCasas	DRUGGABLE GENOME
CHRNB4	CHOLINERGIC RECEPTOR NICOTINIC BETA 4 SUBUNIT	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
CHRNB4	CHOLINERGIC RECEPTOR NICOTINIC BETA 4 SUBUNIT	HopkinsGroom,GuideToPharmacology,Pharos	ION CHANNEL
HOXA5	HOMEOBOX A5	Pharos	TRANSCRIPTION FACTOR
ZPLD1	ZONA PELLUCIDA LIKE DOMAIN CONTAINING 1	GO	CELL SURFACE
FURIN	FURIN, PAIRED BASIC AMINO ACID CLEAVING ENZYME	GO,dGene	PROTEASE
FURIN	FURIN, PAIRED BASIC AMINO ACID CLEAVING ENZYME	GO	CELL SURFACE
